tim_1;tim_2;kondisi_team1_player1;kondisi_team1_player2;kondisi_team2_player1;kondisi_team2_player2;skor
Arya/Dennis;David/Eka;Fit;Recovery;Injured;Fit;'2-1
Wirawan/Arya;Eka/Wawo;Fit;Fit;Recovery;Fit;'2-1
Arya/Moel;Angga/Wirawan;Recovery;Recovery;Recovery;Sick;'1-2
Arya/Wawo;Wirawan/David;Injured;Recovery;Fit;Sick;'2-0
Dennis/Eka;Arya/Moel;Fit;Fit;Sick;Injured;'2-0
Arya/Wirawan;Eka/Angga;Sick;Fit;Recovery;Sick;'1-2
Arya/Moel;Dennis/Angga;Sick;Fit;Injured;Fit;'2-1
David/Dennis;Eka/Wirawan;Recovery;Fit;Injured;Recovery;'2-1
Arya/David;Wawo/Eka;Fit;Injured;Injured;Injured;'0-2
Wawo/Angga;Wirawan/Eka;Fit;Fit;Sick;Fit;'1-2
Arya/David;Wawo/Eka;Recovery;Injured;Injured;Recovery;'1-2
Dennis/Wawo;Eka/Wirawan;Injured;Fit;Fit;Fit;'1-2
Wirawan/Moel;Arya/Wawo;Sick;Recovery;Sick;Injured;'2-0
Arya/Moel;Dennis/David;Injured;Injured;Fit;Injured;'2-1
Dennis/Wirawan;Eka/Arya;Sick;Injured;Recovery;Fit;'2-0
David/Dennis;Moel/Wirawan;Fit;Injured;Fit;Recovery;'0-2
Eka/Angga;Arya/Moel;Fit;Recovery;Sick;Injured;'2-1
Wirawan/Arya;Dennis/Eka;Recovery;Sick;Recovery;Recovery;'1-2
Wawo/Eka;Moel/Wirawan;Recovery;Sick;Injured;Recovery;'2-0
Angga/David;Arya/Wirawan;Sick;Injured;Fit;Recovery;'1-2
Eka/Arya;Wirawan/David;Fit;Sick;Sick;Sick;'1-2
Angga/Moel;Arya/Wawo;Recovery;Sick;Recovery;Recovery;'1-2
Wirawan/Eka;Wawo/Moel;Sick;Sick;Fit;Injured;'2-1
Wirawan/Angga;David/Arya;Injured;Fit;Injured;Injured;'2-1
Eka/Dennis;Wawo/Arya;Recovery;Recovery;Sick;Sick;'0-2
David/Arya;Dennis/Wirawan;Fit;Sick;Sick;Injured;'2-0
Wawo/Wirawan;Dennis/Arya;Recovery;Fit;Injured;Fit;'1-2
Moel/Eka;Angga/David;Recovery;Injured;Sick;Recovery;'2-1
Angga/Arya;Wirawan/Wawo;Sick;Sick;Fit;Injured;'2-0
Moel/David;Wirawan/Angga;Injured;Injured;Sick;Injured;'2-0
Moel/Angga;Arya/Wirawan;Recovery;Recovery;Injured;Fit;'2-1
David/Moel;Eka/Arya;Recovery;Fit;Fit;Fit;'1-2
Eka/Arya;Wawo/Moel;Injured;Fit;Fit;Recovery;'2-0
David/Angga;Eka/Wirawan;Fit;Fit;Sick;Recovery;'2-0
Dennis/David;Moel/Wirawan;Sick;Sick;Recovery;Fit;'1-2
Eka/Moel;Dennis/Arya;Sick;Fit;Sick;Recovery;'2-1
Moel/Arya;Wirawan/David;Recovery;Recovery;Recovery;Sick;'2-1
Wirawan/David;Wawo/Eka;Sick;Sick;Recovery;Sick;'2-1
Wawo/Angga;Eka/Arya;Fit;Sick;Fit;Recovery;'2-1
Dennis/Arya;David/Eka;Recovery;Recovery;Fit;Fit;'2-1
Wirawan/Moel;Wawo/Dennis;Fit;Injured;Recovery;Fit;'2-0
Angga/Eka;Wirawan/Dennis;Injured;Recovery;Recovery;Fit;'1-2
Wirawan/Moel;Wawo/David;Injured;Fit;Injured;Recovery;'0-2
Moel/Wirawan;Arya/Dennis;Injured;Sick;Injured;Injured;'1-2
Wirawan/Moel;Dennis/David;Sick;Sick;Recovery;Fit;'0-2
Angga/Arya;Wirawan/David;Injured;Injured;Recovery;Fit;'1-2
Angga/Eka;Dennis/Wirawan;Recovery;Sick;Injured;Fit;'1-2
Eka/Angga;David/Moel;Injured;Sick;Injured;Fit;'2-1
Dennis/Wirawan;Wawo/Angga;Recovery;Injured;Fit;Fit;'1-2
Wirawan/Arya;David/Wawo;Fit;Sick;Recovery;Recovery;'2-1
David/Arya;Dennis/Angga;Sick;Fit;Fit;Injured;'2-1
Wirawan/Arya;Dennis/David;Sick;Fit;Recovery;Injured;'2-0
Wirawan/David;Eka/Dennis;Injured;Recovery;Fit;Fit;'2-1
Wirawan/David;Dennis/Wawo;Fit;Recovery;Recovery;Fit;'1-2
Eka/Moel;Arya/Wirawan;Injured;Fit;Recovery;Sick;'1-2
David/Moel;Arya/Wirawan;Sick;Injured;Sick;Sick;'2-1
Arya/Dennis;Wirawan/Wawo;Recovery;Injured;Fit;Injured;'2-0
Moel/Arya;Wirawan/David;Sick;Recovery;Injured;Fit;'2-0
Angga/Moel;Dennis/Arya;Injured;Injured;Sick;Recovery;'2-0
Angga/Arya;Eka/Wirawan;Recovery;Injured;Injured;Sick;'2-0
Angga/Wawo;Arya/Dennis;Recovery;Fit;Fit;Sick;'1-2
Eka/Moel;Dennis/Wirawan;Fit;Injured;Injured;Injured;'2-1
Dennis/David;Wirawan/Arya;Recovery;Injured;Fit;Recovery;'1-2
Dennis/Wawo;Arya/Moel;Injured;Sick;Recovery;Injured;'0-2
Angga/Dennis;Eka/Moel;Sick;Recovery;Injured;Sick;'1-2
Moel/David;Dennis/Wawo;Recovery;Sick;Injured;Fit;'0-2
Wawo/Moel;Angga/David;Recovery;Injured;Recovery;Sick;'1-2
Angga/Eka;David/Moel;Injured;Recovery;Sick;Recovery;'2-1
Angga/Moel;Wawo/Eka;Recovery;Fit;Fit;Recovery;'2-0
Angga/Arya;Wawo/David;Fit;Recovery;Injured;Fit;'2-1
Wirawan/David;Wawo/Arya;Injured;Injured;Sick;Recovery;'2-1
Dennis/Wirawan;Moel/Wawo;Injured;Recovery;Fit;Sick;'2-1
David/Angga;Arya/Moel;Injured;Recovery;Sick;Recovery;'1-2
Wirawan/Wawo;Dennis/Moel;Injured;Sick;Recovery;Recovery;'1-2
Arya/Dennis;David/Moel;Fit;Recovery;Recovery;Sick;'1-2
Arya/David;Wirawan/Angga;Injured;Fit;Injured;Injured;'2-0
Arya/Angga;Eka/Dennis;Recovery;Recovery;Injured;Fit;'2-0
Wirawan/David;Dennis/Angga;Injured;Injured;Injured;Injured;'2-1
David/Angga;Wirawan/Eka;Fit;Fit;Sick;Fit;'2-1
Wawo/Arya;Eka/Dennis;Fit;Sick;Sick;Fit;'1-2
Arya/David;Eka/Moel;Fit;Injured;Recovery;Fit;'2-0
Angga/Wawo;Moel/Arya;Fit;Sick;Fit;Sick;'1-2
David/Wawo;Angga/Wirawan;Sick;Recovery;Sick;Fit;'1-2
Moel/Wawo;Wirawan/Angga;Injured;Recovery;Recovery;Recovery;'2-0
Eka/David;Arya/Wirawan;Sick;Sick;Recovery;Sick;'0-2
David/Arya;Wawo/Eka;Sick;Sick;Recovery;Fit;'1-2
Angga/Dennis;Wirawan/Moel;Injured;Injured;Recovery;Recovery;'2-0
Dennis/Wirawan;Arya/Wawo;Sick;Sick;Sick;Sick;'2-0
Angga/Eka;Dennis/David;Recovery;Sick;Recovery;Recovery;'1-2
Dennis/Angga;Wirawan/Arya;Fit;Sick;Injured;Fit;'2-1
David/Wawo;Wirawan/Angga;Sick;Sick;Injured;Injured;'0-2
Wawo/Eka;Wirawan/Dennis;Injured;Recovery;Fit;Sick;'1-2
Moel/David;Dennis/Eka;Fit;Injured;Sick;Injured;'2-1
Angga/Eka;Wirawan/Wawo;Recovery;Sick;Recovery;Fit;'2-0
Wawo/Dennis;Angga/Eka;Sick;Injured;Fit;Fit;'2-0
Wawo/Eka;Moel/Wirawan;Fit;Sick;Fit;Sick;'2-1
Angga/Eka;Wawo/David;Sick;Sick;Recovery;Sick;'0-2
Wirawan/Moel;Arya/Eka;Recovery;Fit;Injured;Fit;'1-2
Moel/Angga;Wawo/Arya;Fit;Injured;Injured;Recovery;'2-0
David/Moel;Wirawan/Eka;Injured;Fit;Injured;Recovery;'2-1
David/Arya;Wawo/Angga;Fit;Injured;Fit;Sick;'2-1
Wirawan/Eka;Dennis/Arya;Recovery;Recovery;Recovery;Sick;'1-2
Arya/Wirawan;David/Angga;Sick;Sick;Sick;Recovery;'2-0
Wirawan/Angga;Wawo/Eka;Fit;Recovery;Recovery;Sick;'2-1
Angga/Moel;Eka/David;Recovery;Fit;Recovery;Sick;'0-2
Wirawan/Angga;Dennis/Eka;Injured;Sick;Fit;Sick;'1-2
David/Dennis;Arya/Eka;Injured;Injured;Fit;Recovery;'0-2
David/Wirawan;Moel/Dennis;Sick;Injured;Injured;Recovery;'2-0
Eka/Wawo;Arya/Angga;Fit;Fit;Sick;Injured;'1-2
Angga/Arya;Dennis/Wawo;Sick;Fit;Fit;Sick;'2-0
Wawo/David;Dennis/Arya;Sick;Fit;Fit;Recovery;'0-2
Moel/Wirawan;David/Eka;Sick;Injured;Recovery;Injured;'1-2
David/Wirawan;Wawo/Eka;Fit;Injured;Sick;Injured;'1-2
Angga/David;Wirawan/Moel;Recovery;Fit;Fit;Sick;'1-2
Dennis/Wawo;Wirawan/Moel;Fit;Injured;Injured;Fit;'2-1
David/Dennis;Moel/Arya;Sick;Sick;Fit;Fit;'2-1
Eka/David;Wirawan/Arya;Fit;Fit;Sick;Fit;'2-1
Wawo/Wirawan;Moel/Arya;Recovery;Recovery;Fit;Sick;'2-0
Wawo/Dennis;Angga/Eka;Recovery;Sick;Recovery;Injured;'2-0
Dennis/Arya;Angga/Wirawan;Injured;Injured;Recovery;Injured;'0-2
Moel/Eka;Wirawan/Dennis;Recovery;Fit;Injured;Fit;'2-0
Moel/Angga;Dennis/Eka;Recovery;Injured;Injured;Fit;'0-2
Wawo/Moel;David/Dennis;Injured;Sick;Fit;Injured;'1-2
Dennis/Eka;Wawo/Moel;Injured;Injured;Injured;Injured;'1-2
Eka/Wirawan;Angga/David;Injured;Sick;Sick;Sick;'0-2
Angga/Wawo;Dennis/Arya;Fit;Fit;Injured;Injured;'2-1
Moel/Dennis;Arya/Eka;Sick;Sick;Sick;Recovery;'2-1
Moel/Wawo;Dennis/Arya;Fit;Recovery;Sick;Recovery;'2-0
Angga/Dennis;Wawo/Wirawan;Injured;Recovery;Fit;Fit;'2-0
Eka/Angga;David/Wirawan;Sick;Fit;Recovery;Injured;'1-2
Arya/Moel;Dennis/Angga;Recovery;Injured;Injured;Recovery;'0-2
Arya/Eka;David/Wirawan;Fit;Injured;Fit;Injured;'0-2
Wawo/Angga;David/Wirawan;Injured;Fit;Injured;Sick;'2-0
Angga/Wirawan;Arya/Wawo;Fit;Injured;Recovery;Injured;'1-2
Angga/Dennis;David/Wawo;Recovery;Sick;Sick;Recovery;'2-0
Wirawan/Dennis;Angga/Arya;Injured;Injured;Injured;Sick;'2-0
Angga/Eka;Arya/Moel;Fit;Injured;Injured;Fit;'1-2
Dennis/Eka;Angga/Wirawan;Fit;Injured;Recovery;Sick;'2-1
Angga/Arya;Moel/Dennis;Fit;Sick;Injured;Injured;'1-2
Wirawan/Wawo;Moel/Dennis;Recovery;Recovery;Recovery;Injured;'1-2
David/Angga;Moel/Wirawan;Fit;Recovery;Fit;Fit;'0-2
Moel/Angga;Wirawan/David;Fit;Sick;Fit;Recovery;'1-2
David/Angga;Wirawan/Moel;Fit;Fit;Fit;Fit;'2-0
Wawo/Moel;Angga/Eka;Sick;Injured;Recovery;Recovery;'2-1
Eka/Dennis;Arya/Moel;Recovery;Recovery;Fit;Fit;'0-2
Eka/Wirawan;Angga/Arya;Injured;Injured;Fit;Recovery;'2-1
Dennis/Angga;Wirawan/Arya;Sick;Sick;Injured;Fit;'2-1
Eka/Wirawan;Angga/Arya;Sick;Injured;Recovery;Recovery;'1-2
Wawo/Angga;Moel/Dennis;Sick;Sick;Injured;Sick;'1-2
Eka/Moel;Wirawan/David;Recovery;Fit;Fit;Sick;'1-2
Angga/Arya;Wawo/Dennis;Sick;Fit;Sick;Sick;'2-0
Angga/Arya;David/Eka;Injured;Fit;Injured;Recovery;'2-1
Moel/Dennis;Wirawan/Eka;Injured;Injured;Fit;Recovery;'2-1
Wirawan/Moel;Wawo/Angga;Injured;Fit;Recovery;Sick;'0-2
Dennis/Moel;Wawo/Angga;Sick;Recovery;Fit;Injured;'2-1
Arya/Moel;Dennis/Wawo;Recovery;Sick;Injured;Recovery;'0-2
Angga/Wawo;Dennis/Moel;Sick;Fit;Recovery;Fit;'2-0
Moel/Arya;Dennis/Wawo;Fit;Fit;Sick;Sick;'2-0
David/Angga;Wawo/Dennis;Recovery;Recovery;Sick;Injured;'2-1
Dennis/Moel;Angga/Arya;Fit;Recovery;Sick;Injured;'2-0
Moel/Eka;Dennis/Angga;Fit;Sick;Sick;Recovery;'2-0
Wirawan/Eka;Wawo/Angga;Fit;Recovery;Injured;Fit;'0-2
Wawo/Moel;Eka/Dennis;Injured;Recovery;Recovery;Sick;'1-2
Eka/Wirawan;Dennis/Arya;Sick;Recovery;Injured;Fit;'0-2
Arya/Moel;Eka/Wawo;Fit;Sick;Recovery;Fit;'0-2
Wirawan/Wawo;Angga/David;Fit;Sick;Recovery;Injured;'0-2
Wirawan/Arya;Eka/Dennis;Fit;Recovery;Fit;Injured;'0-2
Wirawan/Moel;Angga/David;Injured;Sick;Injured;Injured;'2-0
Angga/Moel;Dennis/Wawo;Recovery;Injured;Sick;Recovery;'2-1
Arya/Angga;Wirawan/Moel;Recovery;Recovery;Fit;Injured;'0-2
Eka/Moel;Dennis/David;Fit;Injured;Injured;Sick;'2-0
Angga/Wawo;David/Wirawan;Recovery;Injured;Recovery;Fit;'2-0
Angga/David;Wawo/Arya;Fit;Injured;Recovery;Recovery;'2-1
Angga/Arya;Dennis/Wawo;Recovery;Sick;Sick;Recovery;'2-0
Dennis/Arya;Wawo/David;Recovery;Sick;Fit;Fit;'2-1
Arya/Wawo;Eka/Moel;Recovery;Recovery;Sick;Fit;'2-0
Wirawan/Arya;David/Dennis;Sick;Fit;Sick;Fit;'0-2
Dennis/Angga;Moel/David;Fit;Injured;Recovery;Fit;'0-2
Moel/Wirawan;Angga/Arya;Injured;Sick;Fit;Injured;'2-1
Arya/Angga;Dennis/Moel;Fit;Recovery;Sick;Recovery;'0-2
Wawo/David;Arya/Wirawan;Sick;Fit;Injured;Injured;'1-2
Angga/Eka;Wawo/David;Recovery;Recovery;Injured;Injured;'2-0
David/Arya;Wawo/Wirawan;Fit;Fit;Fit;Sick;'2-0
Eka/Dennis;Wirawan/Wawo;Sick;Recovery;Sick;Injured;'1-2
Moel/David;Wawo/Angga;Recovery;Recovery;Fit;Fit;'1-2
Arya/Eka;Moel/Wirawan;Recovery;Fit;Sick;Recovery;'2-1
David/Moel;Arya/Eka;Injured;Injured;Fit;Recovery;'2-0
Eka/David;Angga/Wawo;Fit;Sick;Recovery;Fit;'0-2
Eka/Arya;Dennis/David;Fit;Injured;Fit;Fit;'0-2
Moel/Angga;Wawo/Wirawan;Injured;Sick;Recovery;Sick;'1-2
Moel/Arya;Wirawan/David;Injured;Injured;Fit;Fit;'2-0
Wirawan/Moel;Eka/David;Fit;Recovery;Fit;Fit;'0-2
Wawo/Wirawan;Eka/Angga;Injured;Recovery;Fit;Recovery;'2-0
Dennis/Angga;Moel/Wirawan;Sick;Recovery;Injured;Injured;'0-2
Moel/Wirawan;Eka/Arya;Sick;Sick;Injured;Recovery;'1-2
Wawo/Wirawan;David/Moel;Fit;Fit;Injured;Recovery;'2-1
Angga/Moel;Eka/Dennis;Recovery;Fit;Fit;Recovery;'2-1
Moel/Arya;Wirawan/Dennis;Sick;Sick;Injured;Fit;'2-1
Angga/Wirawan;Arya/Wawo;Injured;Fit;Recovery;Recovery;'2-1
Dennis/Wirawan;David/Eka;Sick;Injured;Recovery;Sick;'2-0
Eka/Arya;Dennis/David;Sick;Sick;Fit;Recovery;'2-0
Arya/Angga;Eka/Moel;Recovery;Injured;Injured;Recovery;'2-1
Angga/Arya;Wirawan/David;Recovery;Injured;Recovery;Injured;'2-1
Moel/Eka;Angga/David;Sick;Sick;Injured;Fit;'0-2
Arya/Dennis;Wirawan/David;Fit;Recovery;Sick;Injured;'0-2
Dennis/Moel;Arya/David;Sick;Injured;Recovery;Recovery;'2-1
Arya/Dennis;David/Angga;Recovery;Injured;Fit;Sick;'2-1
Arya/Wirawan;Angga/Moel;Injured;Injured;Fit;Sick;'2-1
Angga/Wawo;Arya/Dennis;Sick;Injured;Fit;Injured;'1-2
Wirawan/Wawo;Eka/Dennis;Sick;Injured;Injured;Sick;'2-1
Angga/Moel;Wawo/Eka;Sick;Recovery;Fit;Recovery;'2-1
David/Angga;Arya/Dennis;Injured;Sick;Injured;Sick;'0-2
Wawo/David;Eka/Dennis;Fit;Recovery;Fit;Injured;'1-2
Arya/David;Dennis/Wawo;Recovery;Sick;Fit;Injured;'2-0
Angga/Wirawan;David/Eka;Fit;Fit;Fit;Injured;'2-1
Moel/David;Wirawan/Arya;Recovery;Injured;Recovery;Recovery;'0-2
Moel/Angga;David/Eka;Sick;Fit;Fit;Injured;'2-1
Wirawan/Arya;Dennis/Wawo;Recovery;Recovery;Sick;Sick;'1-2
David/Dennis;Angga/Wawo;Fit;Sick;Fit;Injured;'1-2
Moel/Wawo;Wirawan/David;Sick;Recovery;Fit;Recovery;'2-0
Moel/Eka;Arya/Dennis;Injured;Fit;Fit;Recovery;'2-0
Eka/Arya;Angga/Moel;Sick;Sick;Fit;Fit;'2-0
Dennis/Wirawan;Wawo/David;Recovery;Recovery;Fit;Sick;'2-1
Moel/Angga;David/Arya;Fit;Sick;Fit;Injured;'2-1
Dennis/Arya;Wirawan/Wawo;Recovery;Sick;Sick;Sick;'0-2
Arya/Wirawan;Dennis/Angga;Recovery;Injured;Injured;Injured;'2-1
David/Moel;Angga/Arya;Recovery;Injured;Fit;Injured;'2-1
Arya/Angga;David/Eka;Fit;Sick;Injured;Fit;'0-2
Angga/David;Wirawan/Wawo;Recovery;Sick;Fit;Fit;'2-0
Dennis/Arya;Moel/David;Recovery;Recovery;Fit;Recovery;'0-2
Arya/David;Angga/Wirawan;Sick;Sick;Sick;Injured;'2-1
Eka/Arya;Moel/Dennis;Sick;Fit;Fit;Recovery;'2-1
Wirawan/Arya;David/Moel;Sick;Sick;Sick;Fit;'1-2
Angga/Dennis;Wirawan/David;Recovery;Injured;Recovery;Sick;'2-1
Arya/Angga;Wawo/Moel;Recovery;Injured;Sick;Injured;'2-1
Wirawan/Moel;Wawo/Dennis;Recovery;Recovery;Sick;Recovery;'2-0
Wawo/Wirawan;Arya/Angga;Recovery;Sick;Recovery;Fit;'0-2
Wawo/Arya;Angga/Dennis;Fit;Injured;Sick;Injured;'0-2
David/Eka;Wawo/Moel;Sick;Sick;Recovery;Injured;'0-2
David/Arya;Dennis/Angga;Injured;Sick;Injured;Recovery;'0-2
Moel/Arya;David/Angga;Injured;Sick;Recovery;Fit;'2-1
Wirawan/Wawo;David/Moel;Sick;Sick;Fit;Recovery;'1-2
Dennis/Eka;Wawo/Angga;Recovery;Fit;Injured;Fit;'0-2
Angga/Dennis;Wawo/Wirawan;Fit;Fit;Injured;Recovery;'0-2
Arya/David;Wawo/Dennis;Fit;Sick;Injured;Sick;'2-1
Moel/David;Angga/Dennis;Recovery;Recovery;Injured;Sick;'2-1
David/Dennis;Eka/Wirawan;Recovery;Sick;Fit;Recovery;'2-1
Wawo/Wirawan;Dennis/Angga;Fit;Fit;Fit;Recovery;'1-2
Moel/Eka;Angga/Wirawan;Fit;Recovery;Fit;Sick;'0-2
Arya/Wawo;Eka/David;Fit;Fit;Sick;Sick;'2-0
Wirawan/Angga;David/Arya;Sick;Fit;Fit;Recovery;'2-0
Angga/David;Eka/Wawo;Sick;Fit;Fit;Recovery;'2-0
Eka/Wirawan;Moel/Wawo;Recovery;Injured;Fit;Fit;'2-0
Moel/David;Wawo/Dennis;Sick;Sick;Injured;Injured;'2-0
Angga/Wawo;Eka/Dennis;Injured;Sick;Fit;Sick;'2-0
Angga/Eka;Wirawan/Moel;Fit;Fit;Sick;Fit;'2-0
Eka/Moel;Dennis/Wirawan;Sick;Sick;Fit;Sick;'0-2
Moel/Arya;Wirawan/Wawo;Fit;Recovery;Recovery;Recovery;'0-2
Eka/Wawo;Angga/David;Injured;Sick;Fit;Sick;'2-1
David/Wawo;Angga/Arya;Sick;Recovery;Fit;Recovery;'2-0
David/Wirawan;Arya/Eka;Recovery;Fit;Recovery;Injured;'2-0
Wirawan/Angga;Arya/Moel;Recovery;Fit;Sick;Sick;'2-0
Wirawan/Wawo;Arya/Moel;Injured;Sick;Injured;Fit;'2-0
Wawo/Arya;Dennis/Moel;Recovery;Sick;Sick;Sick;'0-2
Angga/Arya;David/Moel;Sick;Sick;Recovery;Sick;'0-2
Wirawan/Arya;Wawo/Dennis;Injured;Recovery;Fit;Sick;'2-1
Moel/Wawo;Dennis/Angga;Recovery;Recovery;Injured;Fit;'1-2
Eka/Arya;Wawo/Moel;Recovery;Sick;Sick;Sick;'0-2
Moel/Wawo;Eka/Angga;Sick;Recovery;Sick;Sick;'0-2
David/Arya;Wirawan/Moel;Fit;Sick;Injured;Sick;'1-2
Dennis/Wawo;Angga/David;Injured;Sick;Recovery;Fit;'1-2
David/Moel;Arya/Dennis;Fit;Sick;Recovery;Injured;'2-1
Arya/Moel;Eka/Wirawan;Sick;Fit;Sick;Fit;'0-2
David/Arya;Eka/Wawo;Recovery;Recovery;Sick;Sick;'2-1
Dennis/Eka;Arya/Wawo;Fit;Recovery;Sick;Fit;'1-2
Wirawan/David;Wawo/Angga;Recovery;Recovery;Recovery;Injured;'1-2
Eka/Wirawan;Arya/Wawo;Sick;Sick;Recovery;Sick;'2-1
Moel/Wirawan;Arya/Wawo;Fit;Sick;Sick;Sick;'0-2
Eka/Wawo;Dennis/Angga;Recovery;Sick;Recovery;Fit;'1-2
David/Dennis;Arya/Wawo;Recovery;Recovery;Recovery;Fit;'2-0
Dennis/Eka;David/Moel;Sick;Injured;Injured;Sick;'2-1
Wirawan/Dennis;Angga/Arya;Injured;Injured;Sick;Injured;'2-1
David/Eka;Dennis/Arya;Injured;Sick;Fit;Recovery;'1-2
David/Arya;Angga/Eka;Fit;Fit;Fit;Injured;'1-2
Eka/Arya;Angga/David;Recovery;Fit;Sick;Fit;'1-2
David/Wirawan;Angga/Eka;Sick;Recovery;Fit;Sick;'2-0
Wawo/Moel;Angga/David;Sick;Sick;Injured;Sick;'0-2
Eka/Wirawan;Dennis/Arya;Fit;Sick;Recovery;Injured;'2-1
Moel/Wawo;Angga/Wirawan;Recovery;Fit;Sick;Recovery;'2-0
Wawo/Angga;Eka/Wirawan;Sick;Recovery;Sick;Fit;'2-1
Wawo/Arya;Moel/Angga;Sick;Recovery;Recovery;Injured;'1-2
Moel/Dennis;David/Wirawan;Sick;Fit;Injured;Recovery;'0-2
Moel/Wirawan;Angga/Eka;Recovery;Sick;Fit;Sick;'2-0
Moel/Arya;Eka/Dennis;Injured;Fit;Sick;Recovery;'2-1
Wawo/Angga;Arya/Dennis;Sick;Injured;Recovery;Fit;'2-0
Wawo/Moel;Arya/Eka;Fit;Recovery;Recovery;Fit;'1-2
Dennis/Eka;Arya/Angga;Sick;Recovery;Injured;Injured;'2-1
Wirawan/Moel;Wawo/Dennis;Injured;Sick;Fit;Fit;'1-2
Dennis/David;Wawo/Eka;Injured;Injured;Sick;Recovery;'2-1
Arya/Wirawan;Dennis/Wawo;Sick;Injured;Sick;Recovery;'1-2
Moel/Eka;David/Arya;Fit;Fit;Injured;Injured;'2-0
Wawo/Wirawan;Arya/Angga;Injured;Sick;Fit;Recovery;'1-2
Moel/Wirawan;Dennis/Eka;Recovery;Fit;Recovery;Recovery;'1-2
Eka/David;Wirawan/Arya;Fit;Recovery;Fit;Sick;'2-1
Wirawan/Angga;Wawo/Eka;Sick;Injured;Fit;Recovery;'2-1
David/Moel;Dennis/Angga;Fit;Injured;Sick;Injured;'2-1
Dennis/Wirawan;Moel/Wawo;Injured;Fit;Injured;Injured;'2-0
Wirawan/Wawo;David/Arya;Fit;Fit;Sick;Fit;'2-0
Angga/David;Arya/Wawo;Injured;Injured;Injured;Sick;'0-2
Arya/Wirawan;Moel/Wawo;Fit;Recovery;Recovery;Recovery;'1-2
Wirawan/Wawo;Angga/David;Sick;Recovery;Fit;Recovery;'1-2
Eka/Arya;Wirawan/David;Sick;Recovery;Injured;Injured;'0-2
Moel/Wawo;Arya/Wirawan;Fit;Fit;Injured;Sick;'2-1
Wirawan/Moel;Angga/Dennis;Sick;Fit;Injured;Fit;'0-2
David/Moel;Dennis/Wirawan;Fit;Sick;Injured;Sick;'0-2
Wirawan/Dennis;Moel/Eka;Fit;Fit;Injured;Sick;'2-1
Moel/Wirawan;Dennis/Wawo;Fit;Sick;Sick;Fit;'2-1
Wawo/David;Wirawan/Angga;Injured;Injured;Sick;Injured;'0-2
Angga/Moel;Dennis/Wawo;Sick;Fit;Sick;Fit;'2-1
Dennis/Eka;Arya/Moel;Sick;Fit;Injured;Recovery;'2-0
Arya/Dennis;Angga/Wawo;Sick;Injured;Recovery;Sick;'0-2
David/Angga;Eka/Wirawan;Injured;Sick;Injured;Recovery;'2-1
Moel/Angga;David/Arya;Sick;Fit;Recovery;Fit;'1-2
Arya/Dennis;Eka/Wirawan;Fit;Recovery;Sick;Fit;'2-0
Wawo/Dennis;Eka/Moel;Sick;Fit;Injured;Injured;'0-2
Eka/Angga;David/Wawo;Fit;Fit;Recovery;Injured;'2-0
Angga/Wawo;Dennis/David;Injured;Sick;Fit;Fit;'2-0
Angga/Wawo;Wirawan/David;Injured;Recovery;Injured;Injured;'2-0
Eka/Dennis;Angga/Wirawan;Injured;Sick;Recovery;Sick;'1-2
Moel/David;Dennis/Wawo;Injured;Injured;Recovery;Recovery;'2-1
Arya/David;Angga/Moel;Sick;Injured;Recovery;Injured;'2-0
Eka/Wawo;Moel/Dennis;Recovery;Sick;Injured;Recovery;'2-1
Angga/Wawo;Arya/Moel;Fit;Sick;Sick;Injured;'2-0
David/Arya;Wawo/Angga;Fit;Recovery;Fit;Injured;'0-2
Wawo/David;Dennis/Eka;Recovery;Recovery;Injured;Fit;'2-1
Arya/Eka;Angga/Dennis;Fit;Fit;Fit;Sick;'2-0
Arya/Eka;Angga/Wirawan;Sick;Injured;Sick;Fit;'2-0
Angga/David;Wirawan/Arya;Fit;Fit;Fit;Sick;'2-0
Moel/Eka;Dennis/Arya;Sick;Injured;Recovery;Recovery;'0-2
Angga/Moel;Eka/Arya;Recovery;Recovery;Injured;Recovery;'1-2
Arya/Wirawan;Moel/Eka;Recovery;Sick;Sick;Recovery;'2-0
Moel/Wirawan;Dennis/Arya;Recovery;Recovery;Sick;Injured;'2-1
Moel/Angga;Dennis/Arya;Sick;Fit;Sick;Fit;'2-0
Wawo/David;Angga/Eka;Injured;Injured;Sick;Sick;'2-1
Arya/Moel;David/Dennis;Sick;Injured;Recovery;Injured;'1-2
Moel/Wirawan;Angga/Dennis;Recovery;Fit;Sick;Fit;'1-2
Angga/David;Wirawan/Eka;Sick;Recovery;Injured;Sick;'1-2
Dennis/Wawo;Moel/David;Injured;Recovery;Sick;Fit;'2-1
Dennis/Angga;Moel/Arya;Injured;Fit;Recovery;Injured;'0-2
Eka/Moel;Angga/David;Recovery;Injured;Injured;Fit;'1-2
Moel/Angga;David/Wirawan;Fit;Fit;Recovery;Injured;'2-0
Moel/Dennis;Angga/Eka;Recovery;Recovery;Recovery;Injured;'2-1
Wawo/Eka;Moel/Arya;Recovery;Recovery;Recovery;Recovery;'0-2
Eka/Angga;Wawo/Arya;Injured;Recovery;Injured;Fit;'0-2
Wirawan/Arya;Dennis/Angga;Fit;Fit;Fit;Sick;'0-2
Eka/Dennis;Arya/Wawo;Recovery;Injured;Recovery;Injured;'2-0
